,whale_vessel_distance,latitude,longitude,site_,date,weekday,time,focal_follow_,ff_cont,species,behaviour,calf_present,ecotour_presence,vessel_type,whale_mentioned_on_radio,vessel_speed,vessel_id,time_with_whale,median_vessels,time_ff,regulation_distance,dist_from_reg
16,67.59,50.5731208,-126.7050155,Orca Lab,2023-07-12,Weekday,17:21,1,1,Humpback,Resting,no,0,Commercial,no,Fast,1,4,1,38,100,-32.41
783,913.25,50.5732247,-126.7049524,Orca Lab,2023-07-12,Weekday,17:30,1,1,Humpback,Resting,no,0,Commercial,no,Slow/Med.,2,2,1,38,100,813.25
755,878.23,50.5731553,-126.7049948,Orca Lab,2023-07-12,Weekday,17:59,1,1,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,3,2,1,38,100,778.23
12,34.09,50.5732016,-126.7049571,Orca Lab,2023-07-14,Weekday,8:40,1,2,Humpback,Travel,no,0,Rec. Non-Fishing,no,Fast,2,6,1,6,100,-65.91
274,367.75,50.573227,-126.7049684,Orca Lab,2023-07-14,Weekday,8:46,1,2,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,3,2,1,6,100,267.75
525,615.17,50.5732003,-126.7049392,Orca Lab,2023-07-14,Weekday,9:15,2,3,Humpback,Resting,no,0,Rec. Non-Fishing,no,Idle,1,2,1,2,100,515.17
221,322.91,50.5731987,-126.7050315,Orca Lab,2023-07-14,Weekday,11:41,3,4,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,1,2,1,3,100,222.91
37,122.63,50.5732609,-126.7049868,Orca Lab,2023-07-14,Weekday,12:10,4,5,Humpback,Foraging,no,1,Ecotour,no,Idle,1,13,1,33,100,22.63
363,469.92,50.5733108,-126.7052584,Orca Lab,2023-07-14,Weekday,12:41,4,5,Humpback,Foraging,no,1,Rec. Fishing,no,Slow/Med.,3,2,1,33,100,369.92
399,506.13,50.5731578,-126.7050263,Orca Lab,2023-07-14,Weekday,12:43,4,5,Humpback,Foraging,no,1,Rec. Fishing,no,Slow/Med.,4,2,1,33,100,406.13
742,863.78,50.5741142,-126.7067457,Orca Lab,2023-07-14,Weekday,13:15,6,6,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,1,2,1,2,100,763.78
109,217.68,50.5729846,-126.7050551,Orca Lab,2023-07-14,Weekday,14:00,7,7,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,1,2,2,2,200,17.68
249,348.39,50.5729977,-126.7050663,Orca Lab,2023-07-14,Weekday,14:01,7,7,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,2,2,2,2,200,148.39
300,402.77,50.5729977,-126.7050663,Orca Lab,2023-07-14,Weekday,14:01,7,7,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,3,2,2,2,200,202.77
329,433.11,50.5731071,-126.7050151,Orca Lab,2023-07-14,Weekday,14:12,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,1,6,2.5,17,200,233.11
412,515.27,50.5731071,-126.7050151,Orca Lab,2023-07-14,Weekday,14:13,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,2,16,2.5,17,200,315.27
413,515.27,50.5731071,-126.7050151,Orca Lab,2023-07-14,Weekday,14:13,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,2,15,2.5,17,200,315.27
414,515.27,50.5731071,-126.7050151,Orca Lab,2023-07-14,Weekday,14:14,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,3,16,2.5,17,200,315.27
415,515.27,50.5731071,-126.7050151,Orca Lab,2023-07-14,Weekday,14:14,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,3,15,2.5,17,200,315.27
295,394.32,50.5729612,-126.7050901,Orca Lab,2023-07-14,Weekday,14:28,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,5,2,2.5,17,200,194.32
544,636.29,50.5729497,-126.7050961,Orca Lab,2023-07-14,Weekday,14:28,8,8,Orca,Travel,yes,1,Ecotour,yes,Slow/Med.,4,16,2.5,17,200,436.29
782,912.87,50.572977,-126.7050883,Orca Lab,2023-07-14,Weekday,14:29,8,8,Orca,Travel,yes,1,Rec. Non-Fishing,yes,Idle,6,2,2.5,17,200,712.87
71,163.44,50.5730715,-126.705058,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,3,2,5,22,100,63.44
91,187.73,50.5730715,-126.705058,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Ecotour,yes,Idle,4,2,5,22,100,87.73
617,714.13,50.5730715,-126.705058,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Ecotour,yes,Idle,5,2,5,22,100,614.13
623,719.33,50.5730715,-126.705058,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,6,2,5,22,100,619.33
624,719.33,50.5731004,-126.7050724,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,6,2,5,22,100,619.33
753,876.45,50.5730917,-126.7050889,Orca Lab,2023-07-14,Weekday,14:32,9,9,Humpback,Travel,no,1,Ecotour,yes,Idle,1,2,5,22,100,776.45
311,412.28,50.5731154,-126.7050904,Orca Lab,2023-07-14,Weekday,14:42,9,9,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,7,2,5,22,100,312.28
232,336.5,50.5731168,-126.7050906,Orca Lab,2023-07-14,Weekday,14:43,9,9,Humpback,Travel,no,1,Ecotour,yes,Idle,2,11,5,22,100,236.5
613,709.46,50.5731209,-126.7050306,Orca Lab,2023-07-14,Weekday,15:22,10,10,Humpback,Travel,no,0,Rec. Fishing,yes,Slow/Med.,1,2,1,2,100,609.46
261,357.13,50.5731461,-126.7051791,Orca Lab,2023-07-15,Weekend,9:42,2,11,Humpback,Resting,no,0,Rec. Fishing,yes,Idle,2,14,1,15,100,257.13
597,691.38,50.572986,-126.7050703,Orca Lab,2023-07-15,Weekend,10:25,3,12,Humpback,Resting,no,1,Commercial,no,Slow/Med.,3,22,1,29,100,591.38
160,262.98,50.572986,-126.7050703,Orca Lab,2023-07-15,Weekend,10:27,3,12,Humpback,Resting,no,1,Ecotour,no,Slow/Med.,1,18,1,29,100,162.98
332,438.27,50.572986,-126.7050703,Orca Lab,2023-07-15,Weekend,10:27,3,12,Humpback,Resting,no,1,Commercial,no,Slow/Med.,3,22,1,29,100,338.27
81,180.4,50.5730138,-126.7050633,Orca Lab,2023-07-15,Weekend,10:35,3,12,Humpback,Travel,no,1,Rec. Fishing,no,Fast,5,2,1,29,100,80.4
183,280.34,50.572986,-126.7050703,Orca Lab,2023-07-15,Weekend,10:42,3,12,Humpback,Resting,no,1,Rec. Non-Fishing,no,Idle,2,19,1,29,100,180.34
480,569.91,50.572986,-126.7050703,Orca Lab,2023-07-15,Weekend,10:45,3,12,Humpback,Resting,no,1,Rec. Non-Fishing,no,Fast,4,2,1,29,100,469.91
406,510.42,50.5729901,-126.7050196,Orca Lab,2023-07-15,Weekend,11:20,4,13,Humpback,Travel,no,0,Rec. Fishing,no,Idle,2,2,1,2,100,410.42
334,439.91,50.5730079,-126.7049998,Orca Lab,2023-07-15,Weekend,12:23,5,14,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,1,2,1,7,100,339.91
57,155.38,50.5730369,-126.7050942,Orca Lab,2023-07-15,Weekend,12:28,5,14,Humpback,Travel,no,0,Commercial,no,Slow/Med.,2,2,1,7,100,55.38
738,859.76,50.5729709,-126.7050607,Orca Lab,2023-07-15,Weekend,12:30,5,14,Humpback,Travel,no,0,Commercial,no,Slow/Med.,3,2,1,7,100,759.76
52,151.58,50.5732622,-126.7053207,Orca Lab,2023-07-15,Weekend,14:38,8,15,Humpback,Foraging,no,1,Ecotour,no,Idle,1,2,1,4,100,51.58
364,470.9,50.5731088,-126.7052298,Orca Lab,2023-07-15,Weekend,14:42,8,15,Humpback,Foraging,no,1,Rec. Non-Fishing,no,Fast,2,2,1,4,100,370.9
140,247.96,50.5730358,-126.7050315,Orca Lab,2023-07-15,Weekend,14:45,9,16,Humpback,Travel,no,1,Ecotour,yes,Slow/Med.,1,14,1,15,100,147.96
213,310.24,50.5730358,-126.7050315,Orca Lab,2023-07-15,Weekend,14:47,9,16,Humpback,Travel,no,1,Ecotour,yes,Idle,3,4,1,15,100,210.24
220,322.89,50.5730358,-126.7050315,Orca Lab,2023-07-15,Weekend,14:48,9,16,Humpback,Travel,no,1,Rec. Fishing,yes,Fast,4,2,1,15,100,222.89
574,660.41,50.5730315,-126.7050302,Orca Lab,2023-07-15,Weekend,14:59,9,16,Humpback,Travel,no,1,Commercial,yes,Slow/Med.,8,2,1,15,100,560.41
575,660.41,50.5730315,-126.7050302,Orca Lab,2023-07-15,Weekend,14:59,9,16,Humpback,Travel,no,1,Commercial,yes,Slow/Med.,8,2,3,4,100,560.41
25,103.46,50.5729529,-126.7050333,Orca Lab,2023-07-15,Weekend,16:20,10,17,Humpback,Travel,no,1,Ecotour,yes,Idle,2,4,1,5,100,3.46
138,247.02,50.5730275,-126.7051021,Orca Lab,2023-07-15,Weekend,16:22,10,17,Humpback,Travel,no,1,Ecotour,yes,Slow/Med.,1,5,1,5,100,147.02
780,909.08,50.5731932,-126.7050214,Orca Lab,2023-07-15,Weekend,17:11,11,18,Humpback,Travel,no,0,Commercial,no,Slow/Med.,1,2,1,2,100,809.08
112,219.85,50.5731211,-126.7052238,Orca Lab,2023-07-16,Weekend,10:41,1,19,Humpback,Resting,no,1,Ecotour,yes,Idle,1,6,2,6,100,119.85
72,166.36,50.5729517,-126.7051787,Orca Lab,2023-07-16,Weekend,10:47,1,19,Humpback,Surface Activity,no,1,Rec. Fishing,yes,Slow/Med.,4,2,2,6,100,66.36
496,587.85,50.5729514,-126.705211,Orca Lab,2023-07-16,Weekend,10:47,1,19,Humpback,Surface Activity,no,1,Ecotour,yes,Slow/Med.,2,5,2,6,100,487.85
23,97.92,50.5729517,-126.7051787,Orca Lab,2023-07-16,Weekend,11:15,2,20,Humpback,Resting,no,1,Rec. Non-Fishing,yes,Slow/Med.,1,2,1,2,100,-2.08
101,207.32,50.5729517,-126.7051787,Orca Lab,2023-07-16,Weekend,11:16,2,20,Humpback,Resting,no,1,Ecotour,yes,Slow/Med.,2,2,1,2,100,107.32
416,515.99,50.573014,-126.7050805,Orca Lab,2023-07-16,Weekend,11:26,3,21,Humpback,Travel,no,1,Rec. Fishing,yes,Slow/Med.,2,2,1.5,16,100,415.99
497,588.6,50.5729724,-126.7050666,Orca Lab,2023-07-16,Weekend,11:35,3,21,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Idle,4,2,1.5,16,100,488.6
195,286.52,50.5730778,-126.7050844,Orca Lab,2023-07-16,Weekend,11:42,3,21,Humpback,Travel,no,1,Ecotour,yes,Slow/Med.,1,16,1.5,16,100,186.52
203,300.79,50.5730778,-126.7050844,Orca Lab,2023-07-16,Weekend,11:42,3,21,Humpback,Travel,no,1,Rec. Fishing,yes,Fast,6,2,1.5,16,100,200.79
589,678.52,50.5731544,-126.7050895,Orca Lab,2023-07-16,Weekend,12:20,5,22,Humpback,Travel,no,0,Rec. Non-Fishing,yes,Fast,1,2,1,22,100,578.52
30,114.02,50.5730431,-126.7050648,Orca Lab,2023-07-16,Weekend,12:42,5,22,Humpback,Travel,no,0,Rec. Non-Fishing,yes,Idle,2,10,1,22,100,14.02
293,391.76,50.573113,-126.7049958,Orca Lab,2023-07-16,Weekend,15:16,10,23,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,1,10,1,10,100,291.76
292,391.38,50.5730893,-126.7051587,Orca Lab,2023-07-16,Weekend,15:18,10,23,Humpback,Travel,no,1,Ecotour,no,Idle,1,10,1,10,100,291.38
284,382.03,50.5730893,-126.7051587,Orca Lab,2023-07-16,Weekend,15:23,10,23,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,1,10,1,10,100,282.03
188,282.23,50.5730893,-126.7051587,Orca Lab,2023-07-16,Weekend,15:26,10,23,Humpback,Travel,no,1,Ecotour,no,Idle,1,10,1,10,100,182.23
28,112.67,50.57423911,-126.7062438,Orca Lab,2023-07-16,Weekend,16:20,11,24,Humpback,Resting,no,1,Rec. Fishing,yes,Fast,2,3,3,23,100,12.67
139,247.28,50.57434871,-126.7070012,Orca Lab,2023-07-16,Weekend,16:40,11,24,Humpback,Resting,no,1,Ecotour,yes,Idle,3,14,3,23,100,147.28
285,382.24,50.57428975,-126.706852,Orca Lab,2023-07-16,Weekend,16:40,11,24,Humpback,Resting,no,1,Rec. Non-Fishing,yes,Idle,1,20,3,23,100,282.24
805,934.72,50.57427351,-126.7068497,Orca Lab,2023-07-16,Weekend,16:40,11,24,Humpback,Resting,no,1,Rec. Non-Fishing,yes,Idle,648,2,3,23,100,834.72
133,240.28,50.5729891,-126.7056217,Orca Lab,2023-07-18,Weekday,8:55,1,25,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,1,4,1,4,100,140.28
78,177.27,50.5730614,-126.7050622,Orca Lab,2023-07-18,Weekday,8:59,1,25,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,1,4,1,4,100,77.27
502,595.97,50.5730359,-126.705101,Orca Lab,2023-07-18,Weekday,11:10,2,26,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,2,2,2,2,100,495.97
508,604.18,50.5730074,-126.7050295,Orca Lab,2023-07-18,Weekday,11:10,2,26,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,2,2,100,504.18
80,180.29,50.5730671,-126.7049929,Orca Lab,2023-07-18,Weekday,13:59,4,27,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,3,2,3,2,100,80.29
131,239.92,50.5730671,-126.7049929,Orca Lab,2023-07-18,Weekday,13:59,4,27,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,2,4,3,2,100,139.92
196,286.53,50.5730671,-126.7049929,Orca Lab,2023-07-18,Weekday,13:59,4,27,Humpback,Travel,no,1,Rec. Non-Fishing,no,Slow/Med.,1,2,3,2,100,186.53
810,939.59,50.5729709,-126.7050855,Orca Lab,2023-07-19,Weekday,12:25,3,28,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,2,2,1,25,100,839.59
233,336.58,50.5729709,-126.7050855,Orca Lab,2023-07-19,Weekday,12:35,3,28,Humpback,Travel,no,1,Ecotour,no,Idle,1,10,1,25,100,236.58
265,362.82,50.5729874,-126.7050307,Orca Lab,2023-07-19,Weekday,17:46,4,29,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,1,2,100,262.82
792,923.79,50.5742515,-126.70641,Orca Lab,2023-07-22,Weekend,8:32,1,30,Humpback,Travel,no,0,Commercial,no,Slow/Med.,2,4,1,4,100,823.79
679,780.38,50.5742488,-126.7064043,Orca Lab,2023-07-22,Weekend,8:36,1,30,Humpback,Travel,no,0,Rec. Non-Fishing,no,Fast,1,4,1,4,100,680.38
448,546,50.5741188,-126.706398,Orca Lab,2023-07-22,Weekend,9:15,2,31,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,446
449,546,50.574258,-126.7062975,Orca Lab,2023-07-22,Weekend,9:15,2,31,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,446
485,574.11,50.574207,-126.7063654,Orca Lab,2023-07-22,Weekend,12:18,5,32,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Fast,2,2,1,10,100,474.11
267,364.29,50.5742036,-126.7063843,Orca Lab,2023-07-22,Weekend,12:28,5,32,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,4,2,1,10,100,264.29
264,362.35,50.5741922,-126.7063566,Orca Lab,2023-07-22,Weekend,12:39,6,33,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,1,2,100,262.35
548,639.9,50.5742051,-126.706257,Orca Lab,2023-07-22,Weekend,13:13,7,34,Humpback,Resting,no,0,Rec. Fishing,no,Fast,2,2,2,44,100,539.9
711,811.12,50.5742005,-126.7061991,Orca Lab,2023-07-22,Weekend,13:13,7,34,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,2,44,100,711.12
522,612.72,50.5742312,-126.7062712,Orca Lab,2023-07-22,Weekend,13:57,7,34,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,6,2,2,44,100,512.72
134,241.3,50.5741958,-126.7061844,Orca Lab,2023-07-22,Weekend,14:32,9,35,Humpback,Travel,no,1,Ecotour,yes,Idle,1,5,2,14,100,141.3
107,215.45,50.5742025,-126.7061695,Orca Lab,2023-07-22,Weekend,14:38,9,35,Humpback,Travel,no,1,Rec. Fishing,yes,Slow/Med.,3,14,2,14,100,115.45
651,752.66,50.5742025,-126.7061695,Orca Lab,2023-07-22,Weekend,14:38,9,35,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Slow/Med.,2,3,2,14,100,652.66
56,155.32,50.5741936,-126.7061954,Orca Lab,2023-07-22,Weekend,14:45,10,36,Humpback,Resting,no,0,Rec. Non-Fishing,yes,Slow/Med.,1,13,2,12,100,55.32
802,933.72,50.574193,-126.7061963,Orca Lab,2023-07-22,Weekend,14:45,10,36,Humpback,Resting,no,0,Rec. Non-Fishing,yes,Fast,3,2,2,12,100,833.72
187,281.87,50.5742644,-126.7062094,Orca Lab,2023-07-22,Weekend,15:21,11,37,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,2,5,2,42,100,181.87
283,381.57,50.5742644,-126.7062094,Orca Lab,2023-07-22,Weekend,15:21,11,37,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,1,5,2,42,100,281.57
625,720.11,50.5742644,-126.7062094,Orca Lab,2023-07-22,Weekend,15:21,11,37,Humpback,Travel,no,1,Ecotour,no,Idle,3,2,2,42,100,620.11
620,716.35,50.5742644,-126.7062094,Orca Lab,2023-07-22,Weekend,15:27,11,37,Humpback,Travel,no,1,Rec. Non-Fishing,no,Fast,5,2,2,42,100,616.35
153,257.25,50.5743265,-126.7060067,Orca Lab,2023-07-22,Weekend,15:42,11,37,Humpback,Resting,no,1,Rec. Non-Fishing,no,Slow/Med.,6,8,2,42,100,157.25
70,162.84,50.5742606,-126.7062564,Orca Lab,2023-07-22,Weekend,15:48,11,37,Humpback,Resting,no,1,Rec. Non-Fishing,no,Slow/Med.,7,6,2,42,100,62.84
804,933.96,50.5742606,-126.7062564,Orca Lab,2023-07-22,Weekend,15:48,11,37,Humpback,Resting,no,1,Rec. Non-Fishing,no,Fast,8,2,2,42,100,833.96
343,448,50.5742606,-126.7062564,Orca Lab,2023-07-22,Weekend,15:58,11,37,Humpback,Resting,no,1,Ecotour,no,Idle,9,2,2,42,100,348
216,313.36,50.5742476,-126.706256,Orca Lab,2023-07-22,Weekend,16:15,12,38,Humpback,Resting,no,1,Ecotour,no,Idle,9,2,1,39,100,213.36
257,352.65,50.574232,-126.706223,Orca Lab,2023-07-22,Weekend,16:22,12,38,Humpback,Resting,no,1,Rec. Non-Fishing,no,Idle,10,7,1,39,100,252.65
27,108.82,50.5742443,-126.7062507,Orca Lab,2023-07-22,Weekend,16:41,12,38,Humpback,Resting,no,1,Commercial,no,Fast,11,3,1,39,100,8.82
621,717.34,50.5742443,-126.7062507,Orca Lab,2023-07-22,Weekend,16:41,12,38,Humpback,Resting,no,1,Ecotour,no,Idle,12,2,1,39,100,617.34
719,822.96,50.5739383,-126.7063204,Orca Lab,2023-07-22,Weekend,16:41,12,38,Humpback,Resting,no,1,Commercial,no,Slow/Med.,12,2,1,39,100,722.96
225,325.68,50.5739481,-126.7063333,Orca Lab,2023-07-22,Weekend,16:46,12,38,Humpback,Resting,no,1,Rec. Non-Fishing,no,Fast,13,2,1,39,100,225.68
98,204,50.5739196,-126.7063658,Orca Lab,2023-07-22,Weekend,16:54,12,38,Humpback,Resting,no,1,Commercial,no,Fast,14,2,1,39,100,104
127,233.88,50.5742362,-126.7060107,Orca Lab,2023-07-22,Weekend,17:18,13,39,Humpback,Foraging,no,0,Commercial,no,Fast,15,6,1,6,100,133.88
772,900.92,50.5730155,-126.7051314,Orca Lab,2023-07-22,Weekend,17:45,14,40,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,800.92
308,410.27,50.5730648,-126.7051982,Orca Lab,2023-07-23,Weekend,9:54,3,41,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,1,2,100,310.27
420,516.71,50.5730677,-126.7051547,Orca Lab,2023-07-23,Weekend,10:10,4,42,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,2,18,100,416.71
482,570.49,50.5730648,-126.7051982,Orca Lab,2023-07-23,Weekend,10:10,4,42,Humpback,Travel,no,0,Rec. Non-Fishing,no,Slow/Med.,1,2,2,18,100,470.49
186,281.48,50.5730677,-126.7051547,Orca Lab,2023-07-23,Weekend,10:28,4,42,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,4,2,2,18,100,181.48
769,895.39,50.5730677,-126.7051547,Orca Lab,2023-07-23,Weekend,10:28,4,42,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,3,2,2,18,100,795.39
92,194.44,50.5730528,-126.7051182,Orca Lab,2023-07-23,Weekend,11:25,6,43,Humpback,Resting,no,0,Rec. Non-Fishing,no,Idle,1,4,2,17,100,94.44
405,509.8,50.5730677,-126.7051547,Orca Lab,2023-07-23,Weekend,11:25,6,43,Humpback,Resting,no,0,Rec. Fishing,no,Fast,2,4,2,17,100,409.8
816,949.82,50.5730528,-126.7051182,Orca Lab,2023-07-23,Weekend,11:40,6,43,Humpback,Travel,no,0,Rec. Fishing,no,Idle,4,4,2,17,100,849.82
304,405.88,50.572836,-126.7050015,Orca Lab,2023-07-23,Weekend,12:19,7,44,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,2,2,1,39,100,305.88
21,95.92,50.572836,-126.7050015,Orca Lab,2023-07-23,Weekend,12:36,7,44,Humpback,Resting,no,0,Rec. Non-Fishing,no,Fast,3,6,1,39,100,-4.08
374,483.16,50.572836,-126.7050015,Orca Lab,2023-07-23,Weekend,12:42,7,44,Humpback,Resting,no,0,Rec. Fishing,no,Idle,1,29,1,39,100,383.16
48,146.04,50.572836,-126.7050015,Orca Lab,2023-07-23,Weekend,12:52,7,44,Humpback,Resting,no,0,Rec. Fishing,no,Fast,4,2,1,39,100,46.04
254,352.05,50.5729657,-126.7051843,Orca Lab,2023-07-23,Weekend,13:12,8,45,Humpback,Travel,no,0,Rec. Fishing,no,Idle,2,6,2,6,100,252.05
278,375.31,50.5729657,-126.7051843,Orca Lab,2023-07-23,Weekend,13:12,8,45,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,1,6,2,6,100,275.31
618,715.22,50.5729788,-126.7050092,Orca Lab,2023-07-23,Weekend,14:22,10,46,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,615.22
150,254.85,50.5729786,-126.7050095,Orca Lab,2023-07-23,Weekend,14:47,11,47,Humpback,Travel,no,1,Ecotour,no,Idle,1,11,1,11,100,154.85
516,609.87,50.5742361,-126.7063602,Orca Lab,2023-07-23,Weekend,15:20,12,48,Humpback,Travel,no,0,Rec. Non-Fishing,yes,Slow/Med.,1,2,1,2,100,509.87
751,873.8,50.5741428,-126.7065772,Orca Lab,2023-07-23,Weekend,15:50,13,49,Humpback,Travel,no,1,Ecotour,yes,Idle,1,2,1,4,100,773.8
85,183.51,50.5741573,-126.7063435,Orca Lab,2023-07-23,Weekend,15:54,13,49,Humpback,Travel,no,1,Ecotour,yes,Idle,2,4,1,4,100,83.51
609,707.54,50.5742154,-126.7063585,Orca Lab,2023-07-23,Weekend,16:25,14,50,Humpback,Resting,no,0,Commercial,yes,Slow/Med.,1,2,2,2,100,607.54
843,983.88,50.5742154,-126.7063585,Orca Lab,2023-07-23,Weekend,16:25,14,50,Humpback,Resting,no,0,Rec. Non-Fishing,yes,Slow/Med.,2,2,2,2,100,883.88
289,385.04,50.5741572,-126.7062881,Orca Lab,2023-07-24,Weekday,16:11,1,51,Humpback,Resting,no,1,Ecotour,no,Slow/Med.,1,2,1,28,100,285.04
828,963.07,50.5742567,-126.7060754,Orca Lab,2023-07-24,Weekday,16:11,1,51,Humpback,Resting,no,1,Rec. Fishing,no,Idle,2,4,1,28,100,863.07
591,683.54,50.5742567,-126.7060754,Orca Lab,2023-07-24,Weekday,16:39,1,51,Humpback,Resting,no,1,Rec. Fishing,no,Slow/Med.,3,2,1,28,100,583.54
337,442.56,50.5742207,-126.7063437,Orca Lab,2023-07-25,Weekday,14:57,2,53,Humpback,Resting,no,0,Ecotour,yes,Idle,2,12,2,12,100,342.56
809,938.56,50.5742207,-126.7063437,Orca Lab,2023-07-25,Weekday,14:57,2,53,Humpback,Resting,no,0,Ecotour,yes,Slow/Med.,3,2,2,12,100,838.56
598,691.43,50.5741845,-126.7063352,Orca Lab,2023-07-25,Weekday,15:10,3,54,Humpback,Travel,no,1,Ecotour,yes,Idle,1,4,1,3,100,591.43
605,699.13,50.5742028,-126.7062457,Orca Lab,2023-07-25,Weekday,15:13,3,54,Humpback,Travel,no,1,Rec. Non-Fishing,yes,Fast,4,2,1,3,100,599.13
33,114.79,50.5741158,-126.7064033,Orca Lab,2023-07-25,Weekday,15:20,4,54,Humpback,Travel,no,1,Commercial,yes,Slow/Med.,4,4,4,4,100,14.79
77,177.18,50.5740852,-126.7059036,Orca Lab,2023-07-25,Weekday,15:20,4,54,Humpback,Travel,no,1,Ecotour,yes,Slow/Med.,1,4,4,4,100,77.18
93,195.34,50.5741886,-126.7062844,Orca Lab,2023-07-25,Weekday,15:20,4,54,Humpback,Travel,no,1,Ecotour,yes,Idle,2,4,4,4,100,95.34
146,251.39,50.5742176,-126.7063326,Orca Lab,2023-07-25,Weekday,15:20,4,54,Humpback,Travel,no,1,Ecotour,yes,Idle,3,4,4,4,100,151.39
147,251.39,50.5741886,-126.7062844,Orca Lab,2023-07-25,Weekday,15:20,4,54,Humpback,Travel,no,1,Ecotour,yes,Idle,3,4,4,4,100,151.39
747,869.3,50.5742121,-126.7063333,Orca Lab,2023-07-25,Weekday,15:46,5,55,Humpback,Resting,no,0,Commercial,yes,Slow/Med.,2,2,1,2,100,769.3
189,282.6,50.5730481,-126.7050219,Orca Lab,2023-07-26,Weekday,9:34,1,56,Humpback,Travel,no,0,Rec. Non-Fishing,no,Fast,2,2,1,4,100,182.6
556,644.43,50.5730481,-126.7050219,Orca Lab,2023-07-26,Weekday,9:36,1,56,Humpback,Travel,no,0,Rec. Non-Fishing,no,Idle,1,2,1,4,100,544.43
217,320,50.5730481,-126.7050219,Orca Lab,2023-07-26,Weekday,10:37,2,57,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Idle,1,10,1.5,21,100,220
253,351.56,50.5728811,-126.705218,Orca Lab,2023-07-26,Weekday,10:47,2,57,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,9,1.5,21,100,251.56
479,567.3,50.5728811,-126.705218,Orca Lab,2023-07-26,Weekday,10:58,2,57,Humpback,Resting,no,0,Commercial,no,Slow/Med.,5,2,1.5,21,100,467.3
645,744.69,50.5728811,-126.705218,Orca Lab,2023-07-26,Weekday,10:58,2,57,Humpback,Resting,no,0,Rec. Fishing,no,Fast,4,2,1.5,21,100,644.69
823,959.73,50.5728811,-126.705218,Orca Lab,2023-07-26,Weekday,11:33,3,58,Humpback,Foraging,no,1,Ecotour,no,Slow/Med.,2,2,1,38,100,859.73
